label_bullying,text_message,contains_url,naughty_count,norm
0,omg why are poc wearing fugly blue contacts so in it is 2018 please make it stop,False,0,0.0
0,sorry but most of the runners popular right now are just plain fugly,False,0,0.0
0,those jeans are hideous and im afraid hes bought the entire collection of those fugly sunglasses ,False,1,0.058823529411764705
0,i had to dress up for a presentation in class today and im giving some serious mr grey zaddy vibes if i do say so myself,False,1,0.038461538461538464
0,am i the only one who thinks justin bieber is fugly af now,False,0,0.0
0,we carry on we as in fugly lookin unwanted people,False,0,0.0
0,dont know whats worse the fact hes hoying milk in before the water or his fat fugly face at the end of that vid,False,0,0.0
0, enjoy your new smyrna beachfull of seaweed shallow fugly green water and sharks nothing comp,False,0,0.0
0,yeah honestly thats fugly,False,0,0.0
0,no one wants to see those fugly 3t bikes,False,0,0.0
0,this luxury bldg theyre putting up across from thepinhook is so fugly i would still be mad even if it were aesthetically pleasing but ew,False,0,0.0
0,everyone else was in the line up except for her and they got to debut together while she gad to wear a fugly purple,False,0,0.0
0,fell for that again didnt ya xd phonecalltrick,False,0,0.0
0,fugly am alright starting to get a headache myself,False,0,0.0
0,fugly whom you two henny,False,0,0.0
0,o wow conq varus actually looks good unlike fucking horrifically fugly conq karma,False,3,0.23076923076923078
0,im fed up with this migraine hows you,False,0,0.0
0,king show off,False,0,0.0
0,if anyone references talking about aliens when explaining aquarius they are fraudulent do not trust them they are a fugly,False,0,0.0
0,shes fugly,False,0,0.0
0,i am fugly crying i cant handle this this was so beautiful euphoria is such a bop too ,False,0,0.0
0,i literally only know one person who uses the word fugly lol fuck off anna,False,1,0.06666666666666667
0,fugly ass,False,1,0.5
0,today i am fatish and fugly,False,0,0.0
0,the fugly friend funny  ugly,False,0,0.0
0,is fugly a curse word,False,0,0.0
0,pain is putting on the outfit that was so cute in your head only to find out its fugly on,False,0,0.0
0,and now theres like 20 people claimin one ov my fb statuses is bout them xd people round ear make me chuckle,False,0,0.0
0,damn im fugly,False,0,0.0
0,oh i knownew titans unis are fugly keep enjoying your mayo,False,1,0.09090909090909091
0,finsta is cool because on regular insta everyone showcases their perfect lives amp has no flaws but when i check my finsta fe,False,0,0.0
0,you never know how much someone means until they are gone,False,0,0.0
0,fugly how are you today buddy,False,0,0.0
0,at what halle at what,False,0,0.0
0,its so annoying how joe looks handsome all the daaaamn time and i need a black and white filter otherwise i strugs,False,0,0.0
0,whenever i see a photo of a girl wt the snapchat hearts filter i take it as an admission of gulit to being fugly,False,0,0.0
0,tweaking libruls definitely includes wearing something this fugly,False,0,0.0
0,i feel dirty having the same icon as this fugly person,False,0,0.0
0,i am the opposite i know exactly how to use lines but fugly as shit,False,1,0.06666666666666667
0,aight i just gotta know are these cool i think they are fugly but i turn 40 this month so my opinion doesnt se,False,0,0.0
0,youtuber disgusses fugly movie (for the sake of criticism) - movie director finds ou,False,0,0.0
0,thanks momma dawgs are really pissed now its about to fugly u0001f92cu0001f92f,False,0,0.0
0,100k rts and lil yachty will remix with my team i got 3 weeks original song in bio please help me out,False,0,0.0
0,im such a fucking fugly pig damn it im so irritated with my fugly face,False,3,0.2
0,im cassie everyone else is fugly and dumb,False,1,0.125
0,the new balance 999 is a perfect shoe new balance shouldve really pushed those instead of the fugly 990s everyone,False,0,0.0
0,honestly im mostly interested in cards that are coming out like a billion years from now (determi,False,0,0.0
0,can the trend of backpacks stay in primary school plz its so fugly],False,0,0.0
0,i have brought your offerings master,False,0,0.0
0,looks like a moon-pie in search of a chin fugly,False,0,0.0
0, its fugly but like heres the header that sort of matches the icon for anyone who wants it vote for xukun (and zhengti,False,0,0.0
0,whoops haha dont worry thats happened to me many times p,False,0,0.0
0,so many fugly ass people around here bishhh why --,False,1,0.1
0,fugly i thought this was a gif and tapped play at work with my phone speakers too loud,False,0,0.0
0,thats an insult kim was fugly af],False,0,0.0
0,lol main koi celeb hu kiya jo mujhe support karoge btw that flopsstar has defeated that murderers fugly ass in,False,1,0.05
0,that person is a hero to us all,False,0,0.0
0,i feel that,False,0,0.0
0,current mood,False,0,0.0
0,my time has come,False,0,0.0
0,yall talk nahhwe just ruining each other life,False,0,0.0
0,but who is he,False,0,0.0
0, disagree was nowhere near rogue m3ampm4 for me plus its fugly,False,0,0.0
0,all you bitches is fugly smoking on dope like a junky,False,2,0.18181818181818182
0,fugly more like cute as heck,False,0,0.0
0,no more rolling up and wasting money on wraps again this gluntofficial is a game changer,False,0,0.0
0,ann leary shook her head ive rented my body to an april witch for sure close very close laughed cecy no,False,0,0.0
0,brrrits like a blizzard out here with all of these nra snowflakes quick review the nra puts profits over peo,False,0,0.0
0,hey foxandfriends the next time you propose a dumbass idea like militarizing the border be sure to include more,False,1,0.05263157894736842
0,the entire discourse on the right has been veering since the rise of rush limbaugh to who can be the most outr,False,0,0.0
0,stock market manipulation at the hands of 1 twitter dumbass should not be allowed to happen in this country millions of 40,False,1,0.045454545454545456
0,guess which dumbass is officially out of engineering school,False,1,0.1111111111111111
0,im the biggest dumbass youll ever meet,False,1,0.14285714285714285
0,sometimes a mans gotta do what he has to scooby dooby doo uhhh youre not a man or a dog dumbass i am on all le,False,1,0.038461538461538464
0,bro i just went on a hike and seen a rattle snake and my dumbass just jumps over it im literally such an idiot some,False,1,0.04
0,ate up with the dumbass,False,1,0.2
0,tweedle dee amp tweedle dumbass,False,1,0.2
0,bron blocking shot fxckin dumbass just dunk the ball,False,1,0.1111111111111111
0,yes i am emotional and yes i am a complete dumbass sometimes and yes i am loud as hell and yes i love people with m,False,1,0.038461538461538464
0,my cute dumbass,False,1,0.3333333333333333
0,one of the worst things i ever said was yeah i bet youre just dying to get out of the hospital im a dumbass,False,1,0.041666666666666664
0,its me a grown man who refers to another grown man losing his job for being a hateful dumbass as chilling,False,1,0.047619047619047616
0,whys she seem so cute all of a sudden shes been cute since the beginning dumbass,False,1,0.0625
0,i love all the theories n explanations on my tl ) my dumbass didnt understand some of the things but now wow my head is abt to explode,False,1,0.03571428571428571
0,also  me next time dumbass,False,1,0.16666666666666666
0,this dumbass almost every book i ever read i was introduced to by a cis boy warriors cirque du freak artemis f,False,1,0.045454545454545456
0,my dumbass processed that as an nipple piercing dkfjkd,False,2,0.2222222222222222
0,i need someone to beat the living shit out of my dumbass,False,2,0.16666666666666666
0,people talk a lot of shit about famous politicians spending a ton of money on an absurdly nice wooden table but unfortunate,False,1,0.045454545454545456
0,females get out of a relationship and all of a sudden start posting excerpts from books and shit lmaoooooooooo ohhhh so n,False,1,0.045454545454545456
0,okdumbass  unfortunately the rest of america now has to deal with their regretful vote,False,1,0.06666666666666667
0,lmaono i am spiritual not a right wing wa,False,0,0.0
0,next time i lose my iphone im using find my iphone what kind of dumbass doesnt put it on,False,1,0.05263157894736842
0,if there is anything u can say wit certainty about devin nunes its that during his 15 minutes of fame he has tru,False,0,0.0
0,[im such a dumbass],False,1,0.25
0,im dumb i know what im sayingi also write it as i say it as well you dumbass i give you,False,1,0.047619047619047616
0,bwahahaaa dumbass oklahoma gop lawmakers says 25 percent of teacher protestors are paid actors bussed in from chicago h,False,1,0.05263157894736842
0,so abortion is murder but killing women who get abortions is not,False,0,0.0
0,i just bought my cap and gown yo this is really happening my dumbass is really graduating from college,False,1,0.05263157894736842
0,dumbass is one word,False,1,0.25
0,appreciate that person in ur life that stays with ur dumbass through all the bullshit u put them through and loves you,False,3,0.13636363636363635
0,the entire discourse on the right has been veering since the rise of rush limbaugh to who can be the most outrageous prov,False,0,0.0
0,my dumbass forgot my work uniform on my bed first time i ever done that shit now i gotta wear hospital scrubs hella weird u200d,False,2,0.08
